"","address","type","datetime","latitude","longitude","report_location","incident_number"
"587","4300 Aurora Ave N","Aid Response","2025-10-13T00:42:00.000",47.659567,-122.347197,"POINT (-122.347197 47.659567)","F250141795"
"588","3018 62nd Ave Sw","Medic Response","2025-10-13T00:35:00.000",47.577593,-122.411998,"POINT (-122.411998 47.577593)","F250141793"
"589","1st Ave S / S Washington St","Scenes Of Violence Aid","2025-10-13T00:06:00.000",47.600883,-122.334182,"POINT (-122.334182 47.600883)","F250141789"
"590","5900 37th Ave S","Medic Response","2025-10-13T00:02:00.000",47.549748,-122.286273,"POINT (-122.286273 47.549748)","F250141787"
"591","1520 15th Ave E","Aid Response","2025-10-13T00:02:00.000",47.632684,-122.312492,"POINT (-122.312492 47.632684)","F250141788"
"592","3226 6th Ave W","Rescue Elevator","2025-10-12T23:57:00.000",47.648893,-122.364843,"POINT (-122.364843 47.648893)","F250141786"
"593","2208 15th Ave W","Aid Response","2025-10-12T23:47:00.000",47.638695,-122.376149,"POINT (-122.376149 47.638695)","F250141784"
"594","1415 5th Ave","Aid Response","2025-10-12T23:47:00.000",47.610106,-122.335049,"POINT (-122.335049 47.610106)","F250141785"
"595","8105 Greenwood Ave N","Medic Response","2025-10-12T23:46:00.000",47.687696,-122.3553,"POINT (-122.3553 47.687696)","F250141783"
"596","1st Ave / Yesler Way","Aid Response","2025-10-12T23:45:00.000",47.601722,-122.334179,"POINT (-122.334179 47.601722)","F250141782"
"597","8354 37th Ave S","Aid Response","2025-10-12T23:41:00.000",47.528199,-122.285957,"POINT (-122.285957 47.528199)","F250141781"
"598","411 3rd Ave","Aid Response","2025-10-12T23:39:00.000",47.601751,-122.330315,"POINT (-122.330315 47.601751)","F250141780"
"599","5143 S Augusta St","Crisis Center","2025-10-12T23:34:00.000",47.500074,-122.269692,"POINT (-122.269692 47.500074)","F250141779"
"600","2401 S Jackson St","Aid Response","2025-10-12T23:32:00.000",47.599288,-122.301125,"POINT (-122.301125 47.599288)","F250141777"
"601","3621 33rd Ave S","Aid Response","2025-10-12T23:32:00.000",47.571408,-122.291001,"POINT (-122.291001 47.571408)","F250141778"
"602","1200 Hubbell Pl","Investigate Out Of Service","2025-10-12T23:25:00.000",47.609015,-122.330631,"POINT (-122.330631 47.609015)","F250141776"
"603","4550 42nd Ave Sw","Aid Response","2025-10-12T23:19:00.000",47.562427,-122.385456,"POINT (-122.385456 47.562427)","F250141775"
"604","5100 25th Ave Ne","Illegal Burn","2025-10-12T23:17:00.000",47.666267,-122.300605,"POINT (-122.300605 47.666267)","F250141773"
"605","9102 27th Ave Nw","Activated CO Detector","2025-10-12T23:13:00.000",47.695694,-122.391561,"POINT (-122.391561 47.695694)","F250141771"
"606","4700 Sw Admiral Way","Aid Response","2025-10-12T23:07:00.000",47.581214,-122.391903,"POINT (-122.391903 47.581214)","F250141769"
"607","2447 Nw 54th St","Illegal Burn","2025-10-12T23:00:00.000",47.668128,-122.3889,"POINT (-122.3889 47.668128)","F250141768"
"608","2704 Ne 94th St","Aid Response","2025-10-12T22:55:00.000",47.69661,-122.298728,"POINT (-122.298728 47.69661)","F250141767"
"609","9061 Seward Park Ave S","Medic Response","2025-10-12T22:54:00.000",47.521679,-122.264284,"POINT (-122.264284 47.521679)","F250141766"
"610","3944 Sw Rose St","Activated CO Detector","2025-10-12T22:51:00.000",47.529164,-122.382595,"POINT (-122.382595 47.529164)","F250141765"
"611","417 Broadway E","Aid Response","2025-10-12T22:49:00.000",47.622174,-122.320909,"POINT (-122.320909 47.622174)","F250141764"
"612","3000 S Charlestown St","Medic Response","2025-10-12T22:44:00.000",47.569837,-122.294552,"POINT (-122.294552 47.569837)","F250141763"
"613","1100 23rd Ave","Aid Response","2025-10-12T22:40:00.000",47.611734,-122.302601,"POINT (-122.302601 47.611734)","F250141761"
"614","14315 Lake City Way Ne","Aid Response","2025-10-12T22:40:00.000",47.732071,-122.292377,"POINT (-122.292377 47.732071)","F250141760"
"615","402 10th Ave E","Rubbish Fire","2025-10-12T22:35:00.000",47.621995,-122.319924,"POINT (-122.319924 47.621995)","F250141758"
"616","12th Ave S / S Jackson St","Medic Response- Overdose","2025-10-12T22:35:00.000",47.599187,-122.317225,"POINT (-122.317225 47.599187)","F250141759"
"617","100 Melrose Ave E","Medic Response","2025-10-12T22:23:00.000",47.618497,-122.327854,"POINT (-122.327854 47.618497)","F250141755"
"618","2721 4th Ave","Aid Response","2025-10-12T22:16:00.000",47.617908,-122.34823,"POINT (-122.34823 47.617908)","F250141754"
"619","8830 9th Ave Sw","Medic Response","2025-10-12T22:08:00.000",47.524366,-122.346735,"POINT (-122.346735 47.524366)","F250141751"
"620","11033 53rd Ave S","Medic Response","2025-10-12T22:03:00.000",47.502198,-122.267539,"POINT (-122.267539 47.502198)","F250141749"
"621","6801 35th Ave Ne","Aid Response","2025-10-12T21:58:00.000",47.677599,-122.290325,"POINT (-122.290325 47.677599)","F250141747"
"622","4710 University Way Ne","Aid Response","2025-10-12T21:35:00.000",47.663147,-122.313101,"POINT (-122.313101 47.663147)","F250141744"
"623","2710 Westlake Ave N","Illegal Burn","2025-10-12T21:35:00.000",47.644845,-122.346851,"POINT (-122.346851 47.644845)","F250141745"
"624","12505 Greenwood Ave N","Medic Response","2025-10-12T21:33:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250141743"
"625","15th Ave W / Elliott Ave W","Engine Code Red","2025-10-12T21:27:00.000",47.632684,-122.375991,"POINT (-122.375991 47.632684)","F250141741"
"626","2814 Ne 55th St","Aid Response","2025-10-12T21:24:00.000",47.668521,-122.297105,"POINT (-122.297105 47.668521)","F250141740"
"627","1431 Minor Ave","Aid Response","2025-10-12T21:18:00.000",47.613247,-122.327187,"POINT (-122.327187 47.613247)","F250141738"
"628","14315 Lake City Way Ne","Aid Response","2025-10-12T21:17:00.000",47.732071,-122.292377,"POINT (-122.292377 47.732071)","F250141737"
"629","3822 Sw 106th St","Aid Response Yellow","2025-10-12T21:17:00.000",47.508229,-122.380421,"POINT (-122.380421 47.508229)","F250141736"
"630","1315 NE CAMPUS PKWY","Auto Fire Alarm","2025-10-12T21:09:00.000",47.655998,-122.31426,"POINT (-122.31426 47.655998)","F250141734"
"631","104 12th Ave","Aid Response","2025-10-12T21:06:00.000",47.601754,-122.316784,"POINT (-122.316784 47.601754)","F250141733"
"632","7930 Rainier Ave S","Aid Response","2025-10-12T21:02:00.000",47.530717,-122.269989,"POINT (-122.269989 47.530717)","F250141732"
"633","2012 Ne 45th St","Aid Response","2025-10-12T20:58:00.000",47.661257,-122.306399,"POINT (-122.306399 47.661257)","F250141731"
"634","1201 2nd Ave","Auto Fire Alarm","2025-10-12T20:56:00.000",47.606586,-122.336434,"POINT (-122.336434 47.606586)","F250141730"
"635","1247 15th Ave E","Illegal Burn","2025-10-12T20:52:00.000",47.630904,-122.312516,"POINT (-122.312516 47.630904)","F250141728"
"636","1520 Eastlake Ave E","Medic Response","2025-10-12T20:52:00.000",47.632605,-122.325963,"POINT (-122.325963 47.632605)","F250141729"
"637","620 Terry Ave","Medic Response","2025-10-12T20:35:00.000",47.606157,-122.323768,"POINT (-122.323768 47.606157)","F250141727"
"638","1420 Western Ave","Medic Response","2025-10-12T20:25:00.000",47.607557,-122.340392,"POINT (-122.340392 47.607557)","F250141726"
"639","2225 4th Ave","Automatic Medical Alarm","2025-10-12T20:20:00.000",47.614788,-122.342952,"POINT (-122.342952 47.614788)","F250141725"
"640","1400 Madison St","Rescue Elevator","2025-10-12T20:10:00.000",47.61073,-122.32181,"POINT (-122.32181 47.61073)","F250141722"
"641","607 3rd Ave","Medic Response","2025-10-12T20:06:00.000",47.602813,-122.331449,"POINT (-122.331449 47.602813)","F250141720"
"642","6940 62nd Ave Ne","Aid Response","2025-10-12T20:06:00.000",47.678821,-122.262227,"POINT (-122.262227 47.678821)","F250141721"
"643","2614 4th Ave","Rescue Elevator","2025-10-12T19:57:00.000",47.617316,-122.347229,"POINT (-122.347229 47.617316)","F250141719"
"644","1410 E Pine St","Auto Fire Alarm","2025-10-12T19:53:00.000",47.615283,-122.314091,"POINT (-122.314091 47.615283)","F250141718"
"645","509 3rd Ave","Auto Fire Alarm","2025-10-12T19:51:00.000",47.602114,-122.330809,"POINT (-122.330809 47.602114)","F250141717"
"646","104 12th Ave","Aid Response","2025-10-12T19:44:00.000",47.601754,-122.316784,"POINT (-122.316784 47.601754)","F250141715"
"647","507 Harvard Ave E","Aid Response Yellow","2025-10-12T19:40:00.000",47.623203,-122.322007,"POINT (-122.322007 47.623203)","F250141712"
"648","206 27th Ave S","Water Job Minor","2025-10-12T19:40:00.000",47.600835,-122.297883,"POINT (-122.297883 47.600835)","F250141713"
"649","4643 S Myrtle St","Aid Response","2025-10-12T19:39:00.000",47.538899,-122.274762,"POINT (-122.274762 47.538899)","F250141711"
"650","4609 14th Ave Nw","Ladder Code Yellow","2025-10-12T19:37:00.000",47.662262,-122.373595,"POINT (-122.373595 47.662262)","F250141710"
"651","1414 E Yesler Way","Investigate Out Of Service","2025-10-12T19:32:00.000",47.601687,-122.31398,"POINT (-122.31398 47.601687)","F250141709"
"652","1703 California Ave Sw","Medic Response","2025-10-12T19:30:00.000",47.588027,-122.386277,"POINT (-122.386277 47.588027)","F250141708"
"653","7345 Delridge Way Sw","Engine Code Red","2025-10-12T19:27:00.000",47.536381,-122.361331,"POINT (-122.361331 47.536381)","F250141707"
"654","1724 N 45TH ST","Illegal Burn","2025-10-12T19:20:00.000",47.661387,-122.337142,"POINT (-122.337142 47.661387)","F250141704"
"655","8700 Aurora Ave N","Aid Response","2025-10-12T19:15:00.000",47.692012,-122.344539,"POINT (-122.344539 47.692012)","F250141703"
"656","906 E John St","Ladder Code Yellow","2025-10-12T19:13:00.000",47.619909,-122.320791,"POINT (-122.320791 47.619909)","F250141702"
"657","318 2nd Ave Et S","Low Acuity Response","2025-10-12T19:03:00.000",47.600194,-122.330541,"POINT (-122.330541 47.600194)","F250141699"
"658","8231 Densmore Ave N","Automatic Fire Alarm Resd","2025-10-12T19:00:00.000",47.688902,-122.337773,"POINT (-122.337773 47.688902)","F250141698"
"659","509 3rd Ave","Auto Fire Alarm","2025-10-12T18:58:00.000",47.602114,-122.330809,"POINT (-122.330809 47.602114)","F250141697"
"660","805 4th Ave N","Medic Response","2025-10-12T18:56:00.000",47.626322,-122.348863,"POINT (-122.348863 47.626322)","F250141696"
"661","1430 2nd Ave","Auto Fire Alarm","2025-10-12T18:54:00.000",47.608586,-122.338264,"POINT (-122.338264 47.608586)","F250141694"
"662","2225 4th Ave","Automatic Medical Alarm","2025-10-12T18:52:00.000",47.614788,-122.342952,"POINT (-122.342952 47.614788)","F250141693"
"663","1901 E Fir St","Aid Response","2025-10-12T18:46:00.000",47.602675,-122.307649,"POINT (-122.307649 47.602675)","F250141691"
"664","14200 Linden Ave N","Aid Response","2025-10-12T18:42:00.000",47.731677,-122.347772,"POINT (-122.347772 47.731677)","F250141690"
"665","1911 22nd Ave S","Aid Response","2025-10-12T18:38:00.000",47.586234,-122.304237,"POINT (-122.304237 47.586234)","F250141689"
"666","419 19th Ave E","Illegal Burn","2025-10-12T18:37:00.000",47.622276,-122.307321,"POINT (-122.307321 47.622276)","F250141688"
"667","7th Ave / Olive Way","Aid Response","2025-10-12T18:33:00.000",47.613596,-122.335173,"POINT (-122.335173 47.613596)","F250141685"
"668","4323 Corliss Ave N","Aid Response","2025-10-12T18:27:00.000",47.65938,-122.331383,"POINT (-122.331383 47.65938)","F250141681"
"669","3801 Stone Way N","Water Job Minor","2025-10-12T18:27:00.000",47.652707,-122.342575,"POINT (-122.342575 47.652707)","F250141682"
"670","Sb I5 At Northgate","MVI Freeway","2025-10-12T18:25:00.000",47.706245,-122.330019,"POINT (-122.330019 47.706245)","F250141679"
"671","9030 Seward Park Ave S","Aid Response","2025-10-12T18:23:00.000",47.522449,-122.264499,"POINT (-122.264499 47.522449)","F250141678"
"672","24th Ave E / E Valley St","Aid Response","2025-10-12T18:22:00.000",47.625934,-122.301132,"POINT (-122.301132 47.625934)","F250141677"
"673","Martin Luther King Jr Way S / S Myrtle St","MVI - Motor Vehicle Incident","2025-10-12T18:14:00.000",47.538884,-122.282179,"POINT (-122.282179 47.538884)","F250141674"
"674","212 N 117th St","Rubbish Fire","2025-10-12T18:13:00.000",47.714163,-122.356695,"POINT (-122.356695 47.714163)","F250141671"
"675","802 5th Ave N","Medic Response","2025-10-12T18:11:00.000",47.62629,-122.347557,"POINT (-122.347557 47.62629)","F250141670"
"676","415 10th Ave","Medic Response- Overdose","2025-10-12T18:10:00.000",47.605346,-122.319413,"POINT (-122.319413 47.605346)","F250141669"
"677","3002 Cascadia Ave S","Automatic Fire Alarm Resd","2025-10-12T18:09:00.000",47.577323,-122.284825,"POINT (-122.284825 47.577323)","F250141667"
"678","4500 15th Ave Nw","Aid Response","2025-10-12T18:06:00.000",47.661872,-122.376106,"POINT (-122.376106 47.661872)","F250141666"
"679","915 W Lee St","Aid Response","2025-10-12T18:02:00.000",47.631115,-122.37009,"POINT (-122.37009 47.631115)","F250141664"
"680","1811 Eastlake Ave","Aid Response","2025-10-12T18:00:00.000",47.618002,-122.329182,"POINT (-122.329182 47.618002)","F250141662"
"681","2711 Rainier Ave S","Aid Response","2025-10-12T17:59:00.000",47.579117,-122.298736,"POINT (-122.298736 47.579117)","F250141663"
"682","3540 Ne 110th St","Medic Response","2025-10-12T17:59:00.000",47.708356,-122.289374,"POINT (-122.289374 47.708356)","F250141661"
"683","8727 25th Ave Nw","1RED 1 Unit","2025-10-12T17:53:00.000",47.692515,-122.388648,"POINT (-122.388648 47.692515)","F250141659"
"684","2014 E Alder St","Aid Response","2025-10-12T17:50:00.000",47.604332,-122.306158,"POINT (-122.306158 47.604332)","F250141655"
"685","NB I5 AT 95","Medic Response- 6 per Rule","2025-10-12T17:47:00.000",47.692522,-122.329016,"POINT (-122.329016 47.692522)","F250141654"
"686","417 Broadway E","Aid Response","2025-10-12T17:45:00.000",47.622174,-122.320909,"POINT (-122.320909 47.622174)","F250141653"
"687","4712 45th Ave Sw","Automatic Fire Alarm Resd","2025-10-12T17:44:00.000",47.56092,-122.389491,"POINT (-122.389491 47.56092)","F250141652"
"688","1823 Terry Ave","Auto Fire Alarm","2025-10-12T17:41:00.000",47.615667,-122.332592,"POINT (-122.332592 47.615667)","F250141650"
"689","325 9th Ave","Automatic Fire Alarm False","2025-10-12T17:39:00.000",47.603586,-122.322948,"POINT (-122.322948 47.603586)","F250141649"
"690","916 N 143rd St","Rescue Elevator","2025-10-12T17:38:00.000",47.732314,-122.347028,"POINT (-122.347028 47.732314)","F250141647"
"691","9262 Rainier Ave S","Hang-Up- Aid","2025-10-12T17:38:00.000",47.519853,-122.268364,"POINT (-122.268364 47.519853)","F250141646"
"692","7011 24th Ave Nw","Aid Response","2025-10-12T17:33:00.000",47.679567,-122.387542,"POINT (-122.387542 47.679567)","F250141644"
"693","3046 Belvidere Ave Sw","Medic Response- 7 per Rule","2025-10-12T17:33:00.000",47.577007,-122.379194,"POINT (-122.379194 47.577007)","F250141643"
"694","118 Broadway E","Aid Response","2025-10-12T17:24:00.000",47.618943,-122.320857,"POINT (-122.320857 47.618943)","F250141638"
"695","3802 S Othello St","Aid Response","2025-10-12T17:24:00.000",47.537035,-122.28468,"POINT (-122.28468 47.537035)","F250141636"
"696","9001 Lake City Way Ne","Aid Response","2025-10-12T17:19:00.000",47.693931,-122.30552,"POINT (-122.30552 47.693931)","F250141635"
"697","1501 7th Ave","Auto Alarm 1 + 1 + 1","2025-10-12T17:13:00.000",47.611606,-122.333354,"POINT (-122.333354 47.611606)","F250141632"
"698","East Green Lake Way N / Kirkwood Pl N","Aid Response","2025-10-12T17:13:00.000",47.673709,-122.335654,"POINT (-122.335654 47.673709)","F250141633"
"699","2250 7th Ave","Aid Response","2025-10-12T17:10:00.000",47.616979,-122.340705,"POINT (-122.340705 47.616979)","F250141628"
"700","4225 Beach Dr Sw","Aid Response","2025-10-12T17:10:00.000",47.565587,-122.407826,"POINT (-122.407826 47.565587)","F250141629"
"701","S Jackson St / 1st Ave S","Medic Response- Overdose","2025-10-12T17:10:00.000",47.599205,-122.334188,"POINT (-122.334188 47.599205)","F250141630"
"702","1224 S King St","Medic Response- 7 per Rule","2025-10-12T17:03:00.000",47.598337,-122.316765,"POINT (-122.316765 47.598337)","F250141626"
"703","Sb I5 At 80","MVI - Motor Vehicle Incident","2025-10-12T16:53:00.000",47.683721,-122.322734,"POINT (-122.322734 47.683721)","F250141624"
"704","2805 S Byron St","Aid Response","2025-10-12T16:44:00.000",47.573292,-122.296675,"POINT (-122.296675 47.573292)","F250141621"
"705","300 W Republican St","Rescue Elevator","2025-10-12T16:42:00.000",47.62329,-122.360638,"POINT (-122.360638 47.62329)","F250141620"
"706","2621 2nd Ave N","Aid Response","2025-10-12T16:41:00.000",47.643538,-122.353841,"POINT (-122.353841 47.643538)","F250141619"
"707","501 Rainier Ave S","Aid Response","2025-10-12T16:38:00.000",47.598322,-122.3134,"POINT (-122.3134 47.598322)","F250141617"
"708","7206 3rd Ave Nw","Illegal Burn","2025-10-12T16:37:00.000",47.680784,-122.360464,"POINT (-122.360464 47.680784)","F250141616"
"709","2250 7th Ave","Aid Response","2025-10-12T16:27:00.000",47.616979,-122.340705,"POINT (-122.340705 47.616979)","F250141610"
"710","510 Minor Ave N","Aid Response","2025-10-12T16:26:00.000",47.623222,-122.333001,"POINT (-122.333001 47.623222)","F250141611"
"711","4907 Densmore Ave N","Medic Response","2025-10-12T16:25:00.000",47.664338,-122.337672,"POINT (-122.337672 47.664338)","F250141609"
"712","3535 Interlake Ave N","Aid Response","2025-10-12T16:19:00.000",47.649676,-122.341384,"POINT (-122.341384 47.649676)","F250141608"
"713","5443 34th Ave Sw","Aid Response","2025-10-12T16:17:00.000",47.55338,-122.374936,"POINT (-122.374936 47.55338)","F250141607"
"714","2307 N 113th Pl","Electrical Problem","2025-10-12T16:12:00.000",47.710872,-122.331271,"POINT (-122.331271 47.710872)","F250141605"
"715","Harvard Ave E / E Shelby St","MVI - Motor Vehicle Incident","2025-10-12T15:48:00.000",47.646922,-122.322103,"POINT (-122.322103 47.646922)","F250141599"
"716","2nd Ave / Denny Way","Aid Response","2025-10-12T15:39:00.000",47.618592,-122.352839,"POINT (-122.352839 47.618592)","F250141598"
"717","Delridge Way Sw / Sw Myrtle St","Investigate Out Of Service","2025-10-12T15:35:00.000",47.539147,-122.360938,"POINT (-122.360938 47.539147)","F250141597"
"718","161 Republican St","Auto Fire Alarm","2025-10-12T15:20:00.000",47.623266,-122.353809,"POINT (-122.353809 47.623266)","F250141594"
"719","910 8th Ave","Auto Fire Alarm","2025-10-12T15:14:00.000",47.607297,-122.327878,"POINT (-122.327878 47.607297)","F250141592"
"720","7345 Delridge Way Sw","Engine Code Red","2025-10-12T15:08:00.000",47.536381,-122.361331,"POINT (-122.361331 47.536381)","F250141590"
"721","2024 3rd Ave","Low Acuity Response","2025-10-12T15:08:00.000",47.612578,-122.341197,"POINT (-122.341197 47.612578)","F250141589"
"722","9245 16th Ave Sw","Aid Response","2025-10-12T15:01:00.000",47.520615,-122.35513,"POINT (-122.35513 47.520615)","F250141587"
"723","7201 East Green Lake Dr N","Engine Code Yellow","2025-10-12T14:57:00.000",47.680293,-122.325826,"POINT (-122.325826 47.680293)","F250141586"
"724","1212 Queen Anne Ave N","Aid Response Yellow","2025-10-12T14:50:00.000",47.62967,-122.356621,"POINT (-122.356621 47.62967)","F250141583"
"725","4700 38th Ave Sw","Aid Response","2025-10-12T14:47:00.000",47.561082,-122.380063,"POINT (-122.380063 47.561082)","F250141581"
"726","9244 29TH AVE SW","Medic Response","2025-10-12T14:47:00.000",47.520641,-122.369975,"POINT (-122.369975 47.520641)","F250141582"
"727","4217 University Way Ne","Aid Response","2025-10-12T14:41:00.000",47.658557,-122.313201,"POINT (-122.313201 47.658557)","F250141578"
"728","500 Pine St","Aid Response","2025-10-12T14:34:00.000",47.611672,-122.336484,"POINT (-122.336484 47.611672)","F250141576"
"729","3150 W Government Way","Medic Response","2025-10-12T14:30:00.000",47.660503,-122.398233,"POINT (-122.398233 47.660503)","F250141574"
"730","3rd Ave / Virginia St","Aid Response","2025-10-12T14:30:00.000",47.612398,-122.340892,"POINT (-122.340892 47.612398)","F250141573"
"731","10049 College Way N","Aid Response","2025-10-12T14:13:00.000",47.701742,-122.335029,"POINT (-122.335029 47.701742)","F250141568"
"732","1419 24th Ave","Auto Fire Alarm","2025-10-12T14:12:00.000",47.613166,-122.301414,"POINT (-122.301414 47.613166)","F250141569"
"733","1311 S Massachusetts St","Automatic Fire Alarm False","2025-10-12T14:08:00.000",47.588437,-122.315855,"POINT (-122.315855 47.588437)","F250141565"
"734","1412 Summit Ave","Aid Response","2025-10-12T14:06:00.000",47.613104,-122.325506,"POINT (-122.325506 47.613104)","F250141564"
"735","4214 University Way Ne","Medic Response","2025-10-12T13:56:00.000",47.658511,-122.313202,"POINT (-122.313202 47.658511)","F250141559"
"736","420 4TH AVE","Aid Response","2025-10-12T13:53:00.000",47.601986,-122.32914,"POINT (-122.32914 47.601986)","F250141558"
"737","9709 3rd Ave Ne","Trans to AMR","2025-10-12T13:46:00.000",47.69922,-122.325766,"POINT (-122.325766 47.69922)","F250141556"
"738","536 Ne 84th St","Aid Response","2025-10-12T13:44:00.000",47.689676,-122.322666,"POINT (-122.322666 47.689676)","F250141554"
"739","3111 25th Ave S","Aid Response","2025-10-12T13:40:00.000",47.575802,-122.300289,"POINT (-122.300289 47.575802)","F250141553"
"740","S DAWSON ST / EAST MARGINAL WAY S","Fire in Building","2025-10-12T13:31:00.000",47.555769,-122.338238,"POINT (-122.338238 47.555769)","F250141549"
"741","6th Ave S / S Nevada St","Engine Code Red","2025-10-12T13:29:00.000",47.565121,-122.326711,"POINT (-122.326711 47.565121)","F250141548"
"742","54 S DAWSON ST","Aid Response","2025-10-12T13:23:00.000",47.555753,-122.336683,"POINT (-122.336683 47.555753)","F250141546"
"743","826 Nw 49th St","Aid Response","2025-10-12T13:22:00.000",47.664382,-122.366807,"POINT (-122.366807 47.664382)","F250141547"
"744","609 Yesler Way","Aid Response Yellow","2025-10-12T13:20:00.000",47.601709,-122.326134,"POINT (-122.326134 47.601709)","F250141545"
"745","4515 21st Ave Ne","Auto Fire Alarm","2025-10-12T13:19:00.000",47.661385,-122.305472,"POINT (-122.305472 47.661385)","F250141544"
"746","4515 21st Ave Ne","Auto Fire Alarm","2025-10-12T13:14:00.000",47.661385,-122.305472,"POINT (-122.305472 47.661385)","F250141543"
"747","301 Minor Ave N","Aid Response","2025-10-12T13:13:00.000",47.620814,-122.332986,"POINT (-122.332986 47.620814)","F250141542"
"748","10049 College Way N","Aid Response","2025-10-12T13:10:00.000",47.701742,-122.335029,"POINT (-122.335029 47.701742)","F250141539"
"749","326 W Mercer St","Aid Response","2025-10-12T13:08:00.000",47.6246,-122.360961,"POINT (-122.360961 47.6246)","F250141538"
"750","2nd Ave S / S King St","Aid Response","2025-10-12T13:07:00.000",47.598288,-122.331581,"POINT (-122.331581 47.598288)","F250141537"
"751","6339 34th Ave Sw","Auto Fire Alarm","2025-10-12T13:06:00.000",47.546219,-122.375056,"POINT (-122.375056 47.546219)","F250141535"
"752","10049 College Way N","Aid Response","2025-10-12T13:05:00.000",47.701742,-122.335029,"POINT (-122.335029 47.701742)","F250141534"
"753","3211 12th Ave W","Aid Response","2025-10-12T12:58:00.000",47.64857,-122.372273,"POINT (-122.372273 47.64857)","F250141533"
"754","Sb I5 At Mercer","Brush Fire Freeway","2025-10-12T12:55:00.000",47.622727,-122.328659,"POINT (-122.328659 47.622727)","F250141532"
"755","2600 Sw Barton St","Medic Response","2025-10-12T12:50:00.000",47.521022,-122.365894,"POINT (-122.365894 47.521022)","F250141530"
"756","48th Ave S / S Mead St","Investigate Out Of Service","2025-10-12T12:43:00.000",47.550404,-122.272646,"POINT (-122.272646 47.550404)","F250141529"
"757","S Jackson St / 2nd Ave S","Rubbish Fire","2025-10-12T12:41:00.000",47.599201,-122.331578,"POINT (-122.331578 47.599201)","F250141528"
"758","9600 College Way N","Auto Fire Alarm","2025-10-12T12:40:00.000",47.698678,-122.33505,"POINT (-122.33505 47.698678)","F250141527"
"759","3107 22nd Ave S","Aid Response","2025-10-12T12:39:00.000",47.575827,-122.30434,"POINT (-122.30434 47.575827)","F250141526"
"760","532 BELMONT AVE E","Medic Response","2025-10-12T12:36:00.000",47.623505,-122.324033,"POINT (-122.324033 47.623505)","F250141525"
"761","2416 Beacon Ave S","Aid Response","2025-10-12T12:16:00.000",47.581775,-122.314516,"POINT (-122.314516 47.581775)","F250141523"
"762","9600 College Way N","Auto Fire Alarm","2025-10-12T12:15:00.000",47.698678,-122.33505,"POINT (-122.33505 47.698678)","F250141522"
"763","S Jackson St / 2nd Ave S","Rubbish Fire","2025-10-12T12:13:00.000",47.599201,-122.331578,"POINT (-122.331578 47.599201)","F250141521"
"764","3501 Rainier Ave S","Alarm Bell","2025-10-12T12:06:00.000",47.571853,-122.293193,"POINT (-122.293193 47.571853)","F250141520"
"765","6621 44TH AVE S","Investigate Out Of Service","2025-10-12T11:59:00.000",47.54315,-122.278117,"POINT (-122.278117 47.54315)","F250141519"
"766","1287 Westlake Ave N","Auto Fire Alarm","2025-10-12T11:53:00.000",47.630447,-122.341,"POINT (-122.341 47.630447)","F250141517"
"767","4th Ave / Madison St","Rubbish Fire","2025-10-12T11:46:00.000",47.606088,-122.332909,"POINT (-122.332909 47.606088)","F250141515"
"768","13300 Stone Ave N","Aid Response","2025-10-12T11:44:00.000",47.725515,-122.3423,"POINT (-122.3423 47.725515)","F250141514"
"769","10th Ave E / E Thomas St","Dumpster Fire","2025-10-12T11:43:00.000",47.621083,-122.319938,"POINT (-122.319938 47.621083)","F250141513"
"770","2305 N 92nd St","Aid Response","2025-10-12T11:23:00.000",47.695927,-122.331051,"POINT (-122.331051 47.695927)","F250141509"
"771","8450 36th Ave Sw","Activated CO Detector","2025-10-12T11:16:00.000",47.527738,-122.378378,"POINT (-122.378378 47.527738)","F250141507"
"772","901 6th Ave","Auto Fire Alarm","2025-10-12T11:11:00.000",47.606302,-122.330039,"POINT (-122.330039 47.606302)","F250141506"
"773","2715 25th Ave S","Medic Response","2025-10-12T11:08:00.000",47.579039,-122.300283,"POINT (-122.300283 47.579039)","F250141505"
"774","810 Virginia St","Aid Response","2025-10-12T11:07:00.000",47.615789,-122.336507,"POINT (-122.336507 47.615789)","F250141504"
"775","3111 Sw 97th St","Aid Response","2025-10-12T11:05:00.000",47.516168,-122.372088,"POINT (-122.372088 47.516168)","F250141503"
"776","13000 Linden Ave N","Rescue Lock In/Out","2025-10-12T10:54:00.000",47.723218,-122.348195,"POINT (-122.348195 47.723218)","F250141501"
"777","5444 Delridge Way Sw","Auto Fire Alarm","2025-10-12T10:54:00.000",47.553321,-122.362969,"POINT (-122.362969 47.553321)","F250141500"
"778","11224 Beacon Ave S","Aid Response","2025-10-12T10:48:00.000",47.499238,-122.265322,"POINT (-122.265322 47.499238)","F250141499"
"779","6615 12th Ave Ne","Aid Response","2025-10-12T10:46:00.000",47.676684,-122.315672,"POINT (-122.315672 47.676684)","F250141498"
"780","2720 S Hanford St","Medic Response","2025-10-12T10:41:00.000",47.575081,-122.297944,"POINT (-122.297944 47.575081)","F250141497"
"781","3501 Rainier Ave S","Aid Response","2025-10-12T10:31:00.000",47.571853,-122.293193,"POINT (-122.293193 47.571853)","F250141496"
"782","1102 8th Ave","Aid Response","2025-10-12T10:28:00.000",47.608665,-122.329131,"POINT (-122.329131 47.608665)","F250141495"
